Unnamed: 0.1,Unnamed: 0,Id_Number,Patient Question,Distorted part,Dominant Distortion,Secondary Distortion (Optional),GPT-4-Turbo_Binary_response,GPT-4-Turbo_milticlass_response,binary_ground_truth,binary_prediction,Should statements,Emotional Reasoning,Mental filter,Fortune-telling,Magnification,Labeling,All-or-nothing thinking,Mind Reading,Personalization,Overgeneralization,No Distortion
292,292,93,My parents & boyfriend got into a heated argument last year. He was defending me and telling them to back off because they said I abuse my cat. She has some separation anxiety and I spend time with my boyfriend once a week. They’re very negative about him but he has helped pay bills and helped my stepdad get a job but he lost it. I’m very happy with my relationship. They think he will cheat and abuse me. We also had an agreement that they would pay rent and bills since I was helping out before. Now they want me to help pay everything on top of my own bills. I tried to room with a coworker but they flipped out and didn’t want me to. We tried to work things out but I’m back to square one. I’m thinking of getting a foster for my cat and staying with my boyfriend till we can get our own place. I can’t afford my own and getting a room is risky. My boyfriend is going into air force so he wants to wait till he gets back to find a place. I’m not sure if I’m doing right but I feel the need to get away for my mental health. (From the USA),I’m not sure if I’m doing right but I feel the need to get away for my mental health.,Emotional Reasoning,,Yes,Fortune-telling,1,1,0,1,0,0,0,0,0,0,0,0,0
1336,1336,1154," i am 22 and the type of guy i am is quite complicated and dark… i live for my love and surround myself with only her existance, one could say i am obbsessed with her… i moved to a new city for her and began a new life… no family or friends. my problem is that the last few days have been heavy, on me and her. its difficult to say why or how but i feel ugly… not like how i used to feel… she made me feel so special. now she doesnt talk to me that much and finds the time to talk to who she claims is only a friend… my problem is she tells me she would love me forever and be with me forever… even when times are hard. what can i do to make her miss me and want to talk to me again.i am going to buy her a rose today and go over there tonight… god i am so stressed to the point of suicide. how can one person just move on without you… where does that leave me… alone. i just moved away from everything i know",god i am so stressed to the point of suicide.,Magnification,,Yes,Emotional Reasoning,1,1,0,0,0,0,1,0,0,0,0,0,0
2256,2256,2197,"I believe my son deals with this. He is currently into a 3 day episode of extremely exaggerated anger based on a non-issue. My concern is his response if he does not get his way – suicide, property damage, etc. Is it better to give in to his wants while the anger lasts? I do not want him hurting himself, someone else, or property. Is pushing getting help the wrong thing to do at this time? I’m torn between caving to his demands to – in his words – put things right or standing up to him and insisting he get help. This sort of behavior has been an issue for years and of course it is never his fault.",,No Distortion,,Yes,"Fortune-telling
Personalization",0,1,0,0,0,0,0,0,0,0,0,0,1
2375,2375,2386,"I have held on to feelings for my best friend in elementary school for years now. She was the only one to comfort me when I was feeling down, which was often. It evolved into a crush. But she had to move to Georgia in the fourth grade. I never truly got over it. I believed that I loved her but never got to tell her. She had called me before once, but I never got the number and still never got to tell her how I felt. She was the only one I loved ever since and never had a girlfriend relationship. I believed that it would be unfair for the other person if I can’t love them how they may love me because I’m still hoping that she will come back into my life. I am 20 years old and I know I should move on, but I don’t know how. Every time I thought I have moved on I remember her and it almost moves me to tears.",,No Distortion,,Yes,Emotional Reasoning,0,1,0,0,0,0,0,0,0,0,0,0,1
694,694,495,"My boyfriend had a “golden shower” fetish and prefers that I do it instead of him masturbating to it. Me and my boyfriend have been together for almost 3 years, and plan on being together for a very long time. A few weeks after we became intimate he told me about his golden shower fetish, but told me that he was only interested in it because of his ex and that he no longer did it. I later found out that it wasn’t true and that his fetish started long before his ex was even in his life. I tried to understand it, and even did it sometimes for him, but now it’s at the point where he only wants me to be the one to do it, and he doesn’t even like watching “his videos” anymore. I’m not into the idea at all. It turns it and me completely off makes such a mess! (I always make him clean it up) If he is expecting it, and it doesn’t happen, he gets upset with me, even though he knows I don’t like to do it.",,No Distortion,,No,No Distortion,0,0,0,0,0,0,0,0,0,0,0,0,1
768,768,569,"From a teen in India: So I am reading about this character. Let’s call him A. Now A is very careless and carefree, he doesn’t think of the consequences of his actions, he lives for the moment and has a “do what you feel, YOLO”; kind of attitude. He’s very materialistic and overindulgent, spending a great deal of money on clothes and possessions. He spends most of his time partying and having fun.",,No Distortion,,No,No Distortion,0,0,0,0,0,0,0,0,0,0,0,0,1
1817,1817,1735," Hello! Since breaking up with my girlfriend of 2 years I have been having problems with my mental health. It started with a panic attack on the night it happened which included strong paranoia. Since then I have developed a lot of social anxiety. This has come to a crisis point where I have had to suspend my 3rd year at university because I felt very anxious about everyone thinking I was crazy and meetings were terrifying me. Another factor to it was that the place where I was staying constantly reminded me of her, so I felt like I was going mad in it.",This has come to a crisis point where I have had to suspend my 3rd year at university because I felt very anxious about everyone thinking I was crazy and meetings were terrifying me.,Mind Reading,Magnification,Yes,Mind Reading,1,1,0,0,0,0,1,0,0,1,0,0,0
1921,1921,1839,"From a teen in the UK: I have never been diagnosed with any type of issue. But slowly, I’m feeling so lost and confused. Nothing excites me anymore, I just pretend to be happy so the people around me don’t try and console and feel sorry for me. I hate attention.",,No Distortion,,Yes,No Distortion,0,1,0,0,0,0,0,0,0,0,0,0,1
1440,1440,1258,"From a teen in Mexico: I know this question has been asked a lot, but I still need help. My mother has been calling and texting this Doctor. I noticed because one day I entered her text messages since she asked me to send some picture to a friend. When I did, I saw a conversation with only the phone number that said “HI Love”. I got freaked out but didn’t tell her about it.",,No Distortion,,Yes,No Distortion,0,1,0,0,0,0,0,0,0,0,0,0,1
787,787,588,"Psychologically, is it okay to make someone feel guilty? Why does a person do such a thing to others? What kind of impact does this have on the other person experiencing this guilt being placed on her in the long run? I am curious to know your answer with respect to her personality, given she is living and growing up in such an atmosphere?",,No Distortion,,Yes,No Distortion,0,1,0,0,0,0,0,0,0,0,0,0,1
725,725,526,"I am worried that there may be something wrong with me or with my anger management skills. For the past few years, I have experienced very short but very intense bursts of anger which I suppress and don’t act on. They are mostly triggered by my abusive brother who lives in the same house as me because I am not married yet and unable to move out due to national policy. Whenever I see him doing something inappropriate (he masturbates with his room door open) or when he yells at me or when he makes a mess of the house, I get so angry that my body vibrates, I clench my fist so tightly that I cut my palms with my fingernails, and I grit my teeth. These bursts last for about 2-3 seconds then it will pass, and I will feel myself warming up a little and my heartbeat getting stronger. I get very violent thoughts during these episodes but I never act on them at all. I am aware that my brother is very abusive, to the point that even my parents cannot do anything about him because they are afraid of retaliation. So my strategy has always been to just avoid him as much as I can until I can finally get a place of my own and move out.","Whenever I see him doing something inappropriate (he masturbates with his room door open) or when he yells at me or when he makes a mess of the house, I get so angry that my body vibrates, I clench my fist so tightly that I cut my palms with my fingernails, and I grit my teeth.",Magnification,,Yes,No Distortion,1,1,0,0,0,0,1,0,0,0,0,0,0
